File prefix,Document,Country,NSS/WP/DD,ISO Alpha-3 Code,M49 code,Year,Length,segment_count,word_count,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Publishing Ministry,URL Link to Docs,G77 Member,G77_Member_Binary
554,554 Guatemala Strategic Security Agenda of the Nation 2020 - 2024_translated,Guatemala,NSS,GTM,320,2020,50,302,7641,English (Translated),Spanish (Original),,,,,,,,,,National Security Council,"https//stcns.gob.gt/agenda-estrategica-de-seguridad-de-la-nacion/#~text=La%20Agenda%20Estrat‚àö¬©gica%20de%20Seguridad%20de%20la%20Naci‚àö‚â•n%202020%2D2024,afectan%20a%20la%20sociedad%20guatemalteca%2C",Yes,1
553,553 Estonia INTERNATIONAL SECURITY AND ESTONIA 2023,Estonia,TA,EST,233,2023,70,826,20031,English,,,,,,,,,,,Foreign Intelligence Service,https//www.valisluureamet.ee/doc/raport/2023-en.pdf,No,0
552,552 Denmark Foreign and Security policy Strategy 2023,Denmark,NSS,DNK,208,2023,15,426,9377,English,,,,,,,,,,,Central Government,https//um.dk/en/foreign-policy/foreign-and-security-policy-2023,No,0
551,551 Cook Islands National Security Policy 2023,Cook Islands,NSS,COK,184,2023,60,517,13508,English,,,,,,,,,,,Prime Minister's Office,https//pacificsecurity.net/wp-content/uploads/2023/09/APSC-Cook-Islands-National-Security-Policy-2023-2026-1.pdf,No,0
550,550 Iraq First The Iraqi National Security Strategy 2007,Iraq,NSS,IRQ,368,2007,64,431,13477,English,,,,,,,,,,,National Security Council,https//smallwarsjournal.com/documents/iraqinationalsecuritystrategy.pdf,Yes,1
549,549 Niger Summary of the Strategy National Internal Security 2022_translated,Niger,NSS,NER,562,2022,9,110,1605,English (Translated),French (Original),,,,,,,,,,Ministry of Interior,http//www.interieur.gouv.ne/wp-content/uploads/2023/03/STRATEGIE-NATIONALE-DE-SECURITE-INTERIEURE-SNSI.pdf,Yes,1
548,548 Ecuador Towards a New Politics of Security Internal and External 2008_translated,Ecuador,NSS,ECU,218,2008,75,965,33104,English (Translated),Spanish (Original),,,,,,,,,,Coordinating Ministry Of Internal And External Security,https//www.slideshare.net/boblen/agenda-nacional-de-seguridad-interna-y-externa,Yes,1
547,547 Colombia National Defense Strategy 2022_translated,Colombia,DD,COL,170,2022,112,746,20876,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//esdeglibros.edu.co/index.php/editorial/catalog/view/161/158/2004,Yes,1
546,546 Cambodia Defense White Paper 2022,Cambodia,WP,KHM,116,2022,88,551,13629,English,,,,,,,,,,,Ministry Of Defence,https//dot.mod.gov.kh/wp-content/uploads/2022/05/Cambodias-Defence-Policy-EN.pdf,Yes,1
545,545 Spain The National Security Strategy 2021,Spain,NSS,ESP,724,2021,114,594,16888,English,,,,,,,,,,,Presidency,https//www.dsn.gob.es/sites/dsn/files/ESN2021%20Accesible_1.pdf,No,0
544,544 United States of America National Military Strategy 1997,USA,DD,USA,840,1997,33,447,11048,English,,,,,,,,,,,Department of Defense,https//www.airandspaceforces.com/PDF/DocumentFile/Documents/2009/NMS1997_092997.pdf,No,0
543,543 Uruguay National Defense Policy 2014_translated,Uruguay,DD,URY,858,2014,42,326,6767,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,http//archivo.presidencia.gub.uy/sci/decretos/2014/04/mdn_3578.pdf,Yes,1
542,542 United States of America National Security Strategy 1997,USA,NSS,USA,840,1997,34,759,20550,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1997.pdf?ver=2whGiEUYiceAyme45GiJzA%3d%3d,No,0
541,541 United States of America National Security Strategy 1996,USA,NSS,USA,840,1996,50,1193,32828,English,,,,,,,,,,,Presidency,https//history.defense.gov/LinkClick.aspx?fileticket=uR0RBtWzJOc%3d&tabid=9115&portalid=70&mid=20231,No,0
540,540 United States of America National Security Strategy 1995,USA,NSS,USA,840,1995,41,927,23331,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1995.pdf?ver=pzgo9pkDsWmIQqTYTC6O-Q%3d%3d,No,0
539,539 United States of America National Military Strategy 1995,USA,DD,USA,840,1995,30,422,10008,English,,,,,,,,,,,Department of Defense,https//history.defense.gov/Portals/70/Documents/nms/nms1995.pdf?ver=FpT1JOUGguy83LIRFW87Ow%3d%3d,No,0
538,538 United States of America National Security Strategy 1994,USA,NSS,USA,840,1994,31,726,18258,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1994.pdf?ver=YPdbuschbfpPz3tyQQxaLg%3d%3d,No,0
537,537 United States of America National Security Strategy 1993,USA,NSS,USA,840,1993,26,541,12878,English,,,,,,,,,,,Presidency,https//nssarchive.us/wp-content/uploads/2020/04/1993.pdf,No,0
536,536 United States of America National Military Strategy 1992,USA,DD,USA,840,1992,32,442,10613,English,,,,,,,,,,,Department of Defense,https//history.defense.gov/Portals/70/Documents/nms/nms1992.pdf?ver=AsfWYUHa-HtcvnGGAuWXAg%3d%3d,No,0
535,535 United States of America National Security Strategy 1991,USA,NSS,USA,840,1991,37,793,19734,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1991.pdf?ver=3sIpLiQwmknO-RplyPeAHw%3d%3d,No,0
534,534 United States of America National Security Strategy 1990,USA,NSS,USA,840,1990,34,675,16389,English,,,,,,,,,,,Presidency,https//nssarchive.us/wp-content/uploads/2020/04/1990.pdf,No,0
533,533 United States of America National Security Strategy 1988,USA,NSS,USA,840,1988,48,1081,26724,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1988.pdf?ver=uXpmo-mT0TKzq2Ut6PmfjA%3d%3d,No,0
532,532 United States of America National Security Strategy 1987,USA,NSS,USA,840,1987,41,1044,24109,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1987.pdf?ver=FUZbPLy3ZDfa4UTDpMkNzw%3d%3d,No,0
531,531 United Kingdom Defence s response to a more contested and volatile world 2023,UK,DD,GBR,826,2023,97,1208,33959,English,,,,,,,,,,,Ministry of Defence,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1171269/Defence_Command_Paper_2023_Defence_s_response_to_a_more_contested_and_volatile_world.pdf,No,0
530,530 United Kingdom A Strong Britain in an Age of Uncertainty 2010 SDR,UK,DD,GBR,826,2010,75,960,31857,English,,,,,,,,,,,Prime Minister'S Office,https//assets.publishing.service.gov.uk/media/5a78da21ed915d0422065d95/strategic-defence-security-review.pdf,No,0
529,529 Switzerland Security through Cooperation - Report 2000 on Security Policy 2000,Switzerland,DD,CHE,756,2000,32,442,9294,English,,,,,,,,,,,Department of Defense,https//www.files.ethz.ch/isn/14840/brocjh_SecPol2000_e.pdf,No,0
528,528 South Africa Defense White Paper 1996,South Africa,WP,ZAF,710,1996,37,705,16266,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155722/SouthAfrica1996.pdf,Yes,1
527,527 Slovenia Defence Strategy of the Republic of Slovenia 2013,Slovenia,DD,SVN,705,2013,70,503,16982,English,Slovenian,,,,,,,,,,Ministry of Defence,https//www.gov.si/assets/ministrstva/MO/Dokumenti/Obrambna_strategija_RS_2012_slo_eng.pdf,No,0
526,526 Portugal The Defense of Portugal National Defense Policy 2015_translated,Portugal,DD,PRT,620,2015,272,2243,66619,English (Translated),Portuguese (Original),,,,,,,,,,Ministry Of Defence,https//www.defesa.gov.pt/pt/comunicacao/documentos/Lists/PDEFINTER_DocumentoLookupList/A-Defesa-de-Portugal-2015.pdf,No,0
525,525 Poland Security Policy and Defence Strategy 1992_translated,Poland,DD,POL,616,1992,25,316,7436,English (Translated),Polish (original),,,,,,,,,,Ministry Of Defence,https//www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjRgPGQ1PqBAxVcVUEAHZnVBU4QFnoECA0QAQ&url=https%3A%2F%2Fkoziej.pl%2Fwp-content%2Fuploads%2F2015%2F07%2FStrategia_RP_z_92_r.doc&usg=AOvVaw1B56bdhxSLjaQCkaUBKX7Z&opi=89978449,No,0
524,524 Paraguay National Defense Policy 1999_translated,Paraguay,DD,PRY,600,1999,13,98,3268,English (Translated),Spanish (Original),,,,,,,,,,Presidency,https://www.scribd.com/document/687202586/Politica-de-Defensa-1999-2020?doc_id=687202586&order=639386920,Yes,1
523,523 Norway Strategic Defence Review 2015_translated,Norway,DD,NOR,578,2015,173,3737,76747,English (Translated),Norwegian (Original),,,,,,,,,,Ministry of Defence,https//www.regjeringen.no/contentassets/10336d68c60e42bcb37d92a27b333012/no/pdfs/prp201520160001_fddddpdfs.pdf,No,0
522,522 Norway National Strategic concept 2005_translated,Norway,NSS,NOR,578,2005,134,3591,70148,English (Translated),Norwegian (Original),,,,,,,,,,Ministry of Defence,https//www-regjeringen-no.translate.goog/no/dokumenter/stprp-nr-1-2005-2006-/id297546/?ch=1&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US&_x_tr_pto=wapp,No,0
521,521 Norway Defense Study 2003_translated,Norway,DD,NOR,578,2003,88,1446,32357,English (Translated),Norwegian (Original),,,,,,,,,,Ministry of Defence,https//www.forsvaret.no/forskning/forskning-utvikling-ved-forsvarets-hogskole/institutt-for-forsvarsstudier/forskningsressurser/fagmilitaere-utredninger/2003%20Forsvarssjefens%20milit‚àö¬∂rfaglige%20utredning.pdf/_/attachment/inline/37ff4173-b5ec-4cd5-805b-a4bb1124436141dcdcd13b9aef9374b058028a373e416c276dfe/2003%20Forsvarssjefens%20milit‚àö¬∂rfaglige%20utredning.pdf,No,0
519,519 Latvia National Security Concept 2015_translated,Latvia,NSS,LVA,428,2015,13,314,10411,English (Translated),Latvian (Original),,,,,,,,,,Ministry Of Defence,https//likumi.lv/ta/id/278107-par-nacionalas-drosibas-koncepcijas-apstiprinasanu,No,0
518,518 Latvia National Defence Concept 2008_translated,Latvia,DD,LVA,428,2008,13,139,4789,English (Translated),Latvian (Original),,,,,,,,,,Ministry of Defence,https//www.mod.gov.lv/sites/mod/files/document/VAK_2008_2012.pdf,No,0
517,517 Latvia National Security Concept 2002_translated,Latvia,NSS,LVA,428,2002,13,342,10487,English (Translated),Latvian (Original),,,,,,,,,,Ministry Of Defence,https//likumi.lv/ta/id/227208-par-nacionalas-drosibas-koncepciju,No,0
516,516 Latvia Defense Concept 1995_translated,Latvia,DD,LVA,428,1995,8,152,3207,English (Translated),Latvian (Original),,,,,,,,,,Ministry of Defence,https//www.mod.gov.lv/sites/mod/files/document/VAK_1995_2001.pdf,No,0
515,515 Republic of Korea Defense White Paper 2022,Republic of Korea,WP,KOR,410,2022,408,5622,190013,English,,,,,,,,,,,Ministry Of Defence,https//www.mnd.go.kr/user/mndEN/upload/pblictn/PBLICTNEBOOK_202307280406019810.pdf,Former,0
514,514 Italy Libro Bianco 2002_translated,Italy,WP,ITA,380,2002,244,4522,146710,English (Translated),Italian (Original),,,,,,,,,,Ministry of Defence,https//files.studiperlapace.it/spp_zfiles/docs/20060816165432.pdf,No,0
513,513 Hungary National Military Strategy 2021,Hungary,DD,HUN,348,2021,39,376,11908,English,,,,,,,,,,,Ministry of Defence,https//defence.hu/news/national-military-strategy-of-hungary.html,No,0
512,512 Hungary Basic Principles of Security and Defense Policy 1998_translated,Hungary,DD,HUN,348,1998,4,68,2003,English (Translated),Hungarian (Original),,,,,,,,,,Parliament,http://www.grotius.hu/doc/pub/FJDLLR/2009_158_ignath_eva_1998_biztpol_alapelvek.pdf,No,0
511,511 Guatemala National Security Policy 2017_translated,Guatemala,NSS,GTM,320,2017,58,479,14035,English (Translated),Spanish (Original),,,,,,,,,,National Security Council,https//stcns.gob.gt/docs/2017/Reportes_DMC/Politica_Nacional_de_Seguridad_2017.pdf,Yes,1
510,510 France Defense White Paper 1994_translated,France,WP,FRA,250,1994,178,2023,53425,English (Translated),French (Original),,,,,,,,,,Ministry of Defence,https//medias.vie-publique.fr/data_storage_s3/rapport/pdf/944048700.pdf,No,0
508,"508 El Salvador Defense, Security and Development 1998_translated",El Salvador,DD,SLV,222,1998,21,98,4034,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,http//www.oas.org/csh/docs/La%20Naci‚àö‚â•n%20Salvadore‚àö¬±a.pdf,Yes,1
507,507 Ecuador National Integral Security Plan 2019_translated,Ecuador,NSS,ECU,218,2019,166,707,19510,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//www.defensa.gob.ec/wp-content/uploads/downloads/2019/07/plan-matriz-web.pdf,Yes,1
506,506 Denmark Danish Defence and Diplomacy in Times of Change 2016_translated,Denmark,DD,DNK,208,2016,128,3010,76654,English (Translated),Danish (Original),,,,,,,,,,Ministry of Foreign Affairs,https//um.dk/en/foreign-policy/danish-defence-and-diplomacy-in-times-of-change,No,0
505,505 Czechia Defense strategy 2023_translated,Czechia,DD,CZE,203,2023,24,370,9703,English (Translated),Czech (Original),,,,,,,,,,Ministry of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
504,504 Czechia Security strategy 2023,Czechia,NSS,CZE,203,2023,22,588,14074,English,Czech,,,,,,,,,,Ministry Of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
503,503 Czechia Doctrine of the Armed Forces 2004_translated,Czechia,DD,CZE,203,2004,149,1258,35175,English (Translated),Czech (Original),,,,,,,,,,Ministry of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
502,502 Czechia Security strategy of the Czech Republic 2003_translated,Czechia,NSS,CZE,203,2003,22,391,10544,English (Translated),Czech (Original),,,,,,,,,,Ministry Of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
501,501 Czechia Security strategy of the Czech Republic 2001_translated,Czechia,NSS,CZE,203,2001,13,255,6773,English (Translated),Czech (Original),,,,,,,,,,Ministry Of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
500,500 Czechia Security strategy of the Czech Republic 1999_translated,Czechia,NSS,CZE,203,1999,10,268,7374,English (Translated),Czech (Original),,,,,,,,,,Ministry Of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
499,499 Czechia Military strategy of the Czech Republic 1999_translated,Czechia,DD,CZE,203,1999,9,161,4720,English (Translated),Czech (Original),,,,,,,,,,Ministry of Defence,https//mocr-army-cz.translate.goog/dokumenty-a-legislativa/ceske-dokumenty-46088/?_x_tr_sl=cs&_x_tr_tl=en&_x_tr_hl=en&_x_tr_pto=wapp,No,0
498,498 Czechia White Paper on Defence of the Czech Republic 1995_translated,Czechia,WP,CZE,203,1995,78,1033,27687,English (Translated),Czech (Original),,,,,,,,,,Ministry of Defense,https//mocr.army.cz/images/Bilakniha/CSD/1995%20Bila%20kniha%20o%20obrane%20CR.pdf,No,0
497,497 Croatia Strategic Defence Review 2013_translated,Croatia,DD,HRV,191,2013,53,611,14644,English (Translated),Croatian (Original),,,,,,,,,,Ministry of Defence,https//www.morh.hr/wp-content/uploads/2017/10/strateski_pregled_obrane_nn-101-2013.pdf,No,0
496,496 Colombia Comprehensive Security and Defense Policy for Prosperity 2011_translated,Colombia,DD,COL,170,2011,44,232,7092,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//www.mindefensa.gov.co/irj/go/km/docs/Mindefensa/Documentos/descargas/Documentos_Home/pispd.pdf,Yes,1
495,495 Bulgaria Program for the Development of the Defense Capabilities 2015_translated,Bulgaria,DD,BGR,100,2015,38,267,10071,English (Translated),Bulgarian (Original),,,,,,,,,,Ministry of Defence,https//www.mod.bg/bg/doc/cooperation/20181009_Programa_razvitie_otbranit%20sposobnosti.pdf,No,0
494,494 Brazil National Defense Policy and National Defense Strategy 2020_translated,Brazil,DD,BRA,76,2020,41,584,17174,English (Translated),Portuguese (Original),,,,,,,,,,Ministry of Defense,https//www.gov.br/defesapt-br/assuntos/copy_of_estado-e-defesa/pnd_end_congressonacional_22_07_2020.pdf,Yes,1
493,493 Brazil Defense & Environment 2017_translated,Brazil,DD,BRA,76,2017,27,296,7214,English (Translated),Portuguese (Original),,,,,,,,,,Ministry of Defense,https//www.gov.br/defesa/pt-br/arquivos/asplan/defesa-meio-ambiente.pdf,Yes,1
492,492 Brazil Defense Scenario 2020 - 2039 Executive Summary 2017_translated,Brazil,DD,BRA,76,2017,65,1124,19665,English (Translated),Portuguese (Original),,,,,,,,,,Ministry of Defense,https//www.gov.br/defesa/pt-br/assuntos/copy_of_estado-e-defesa/revista_cenario_de_defesa.pdf,Yes,1
491,491 Brazil National Defense Policy 1996,Brazil,WP,BRA,76,1996,4,82,2407,English (Translated),Portuguese (Original),,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/154865/Brazil_English1996.pdf,Yes,1
490,490 Bosnia and Herzegovina Defense Planning Policy 2009_translated,Bosnia and Herzegovina,WP,BIH,70,2009,26,210,10395,English (Translated),Bosnian (Original),,,,,,,,,,Ministry of Defense,http//www.mod.gov.ba/dokumenti/interni_dokumenti/Politika%20odbrambenog%20planiranja%20-%20Bosanski%20jezik.pdf,Former,0
489,489 Belgium The Value of the Belgian Defence 2014,Belgium,DD,BEL,56,2014,48,400,9976,English,,,,,,,,,,,Ministry of Defence,https//silo.tips/queue/2-the-value-of-the-belgian-defence?&queue_id=-1&v=1696942302&u=MmEwMDoyM2M1OmM3M2I6MjgwMToyODExOmI4ZTM6NWU0ODpmNmMz,No,0
487,487 Australia Defence White Paper 1987,Australia,WP,AUS,36,1987,65,1670,40889,English,,,,,,,,,,,Ministry Of Defence,https//www.defence.gov.au/about/strategic-planning/defence-white-paper,No,0
486,486 Australia Defence White Paper 1994,Australia,WP,AUS,36,1994,93,2130,52170,English,,,,,,,,,,,Ministry Of Defence,https//www.defence.gov.au/about/strategic-planning/defence-white-paper,No,0
485,485 Argentina National Defence Policy Directive 2021_translated,Argentina,DD,ARG,32,2021,39,508,19491,English (Translated),Spanish (Original),,,,,,,,,,Ministry of Defense,https//www.boletinoficial.gob.ar/detalleAviso/primera/246990/20210719,Yes,1
484,484 Argentina National Defence Policy Directive 2018_translated,Argentina,DD,ARG,32,2018,14,271,8351,English (Translated),Spanish (Original),,,,,,,,,,Ministry of Defense,https//www.argentina.gob.ar/normativa/nacional/decreto-703-2018-312871/texto,Yes,1
483,483 Albania National Security Strategy 2014_translated,Albania,NSS,ALB,8,2014,36,376,11057,English (Translated),Albanian (Original),,,,,,,,,,Ministry Of Defence,https//www.mod.gov.al/images/PDF/strategjia_sigurise_kombetare_republikes_se_shqiperise.pdf,No,0
482,482 Georgia Threat Assessment for 2010-2013,Georgia,TA,GEO,268,2010,5,73,1943,English,,,,,,,,,,,Ministry Of Defence,https//mod.gov.ge/uploads/2018/pdf/TAD-ENG.pdf,No,0
481,481 China The Diversified Employment of China's Armed Forces 2013,China,WP,CHN,156,2013,18,389,10449,English,,,,,,,,,,,Central Government,http//english.www.gov.cn/archive/white_paper/2014/08/23/content_281474982986506.htm,Associate,1
480,480 China s National Defense in 2000,China,WP,CHN,156,2000,35,591,16800,English,,,,,,,,,,,Central Government,http//www.andrewerickson.com/wp-content/uploads/2019/07/China-Defense-White-Paper_2000_English.pdf,Associate,1
479,479 China National Defense in 1998,China,WP,CHN,156,1998,73,472,18528,English (Translated),Chinese (Original),,,,,,,,,,Central Government,http//www.andrewerickson.com/wp-content/uploads/2019/07/China-Defense-White-Paper_1998_English-Chinese.pdf,Associate,1
478,478 Russia National Security Concept of the Russian Federation 2000,Russia,NSS,RUS,643,2000,16,161,7353,English,,,,,,,,,,,Executive,https//www.armscontrol.ru/start/rus/docs/sncon00.htm,No,0
477,477 Russia National Security Concept of the Russian Federation 1997,Russia,NSS,RUS,643,1997,20,304,11891,English,,,,,,,,,,,Executive,https//www.armscontrol.ru/start/rus/docs/snconold.htm,No,0
476,476 Romania Defense White Paper 2017_translated,Romania,WP,ROU,642,2017,69,208,10849,English (Translated),Romanian (Original),,,,,,,,,,Ministry Of Defence,https://lege5.ro/Gratuit/gi3dcmzzge3q/carta-alba-a-apararii-din-20112017/4,Former,0
475,475 Romania Defense White Paper 2021_translated,Romania,WP,ROU,642,2021,54,424,18868,English (Translated),Romanian (Original),,,,,,,,,,Ministry Of Defence,https//sgg.gov.ro/1/wp-content/uploads/2021/03/CARTA-ALBA-A-APARARII-.pdf,Former,0
474,474 Paraguay Primer Libro Blanco Defensa Nacional 2013_translated,Paraguay,WP,PRY,600,2013,266,2577,66556,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//onedrive.live.com/view.aspx?resid=91B41DCBB418BB37!673&authkey=!ADH-X6nGoFZH92M,Yes,1
473,473 Mexico National Security Program 2014_translated,Mexico,NSS,MEX,484,2014,28,864,25293,English (Translated),Spanish (Original),,,,,,,,,,Executive,https//www.dof.gob.mx/nota_detalle.php?codigo=5342824&fecha=30/04/2014#gsc.tab=0,Yes,1
472,472 Haiti White Paper on Security and National Defense 2015_translated,Haiti,WP,HTI,332,2015,152,1478,33841,English (Translated),French (Original),,,,,,,,,,Executive,https//www.haitilibre.com/docs/Livre_Blanc.pdf,Yes,1
471,471 Angola Livro Branco de Defesa Nacional 2018_translated,Angola,WP,AGO,24,2018,26,358,11687,English (Translated),Portuguese (Original),,,,,,,,,,Executive,https//faa.ao/themes/admin/assets/img/normas/livro_defesa%20_nacional.pdf,Yes,1
469,469 Norway The long term defence plan for 2002-2005,Norway,DD,NOR,578,2002,14,177,4541,English,,,,,,,,,,,Ministry of Defence,https//www.regjeringen.no/no/dokumenter/The-long-term-defence-plan-for-2002-2005---Short-version-text/id419317/,No,0
468,468 North Macedonia Strategic Defence Review 2018,North Macedonia,DD,MKD,807,2018,52,722,17299,English,,,,,,,,,,,Ministry of Defence,https//mod.gov.mk/storage/2021/06/SDR-Paper-dated-05-July-2018.pdf,No,0
467,467 New Zealand Defense Assessment 2010,New Zealand,DD,NZL,554,2010,160,2222,55409,English,,,,,,,,,,,Ministry of Defence,https//www.defence.govt.nz/assets/Uploads/767f2f07c3/defence-review-2009-released-defence-assessment-july-2010.pdf,No,0
466,466 Nepal National Security Policy 2016,Nepal,NSS,NPL,524,2016,55,266,9824,English,,,,,,,,,,,Central Government,https//nepalindata.com/resource/pdf/National-Security-Policy--2016/,Yes,1
465,465 Namibia Defense Policy 2011,Namibia,DD,NAM,516,2011,66,516,13835,English,,,,,,,,,,,Ministry of Defence,https//modva.gov.na/policies/-/document_library/yeah/view_file/422609,Yes,1
464,464 Mongolia National Security Concept 2010,Mongolia,NSS,MNG,496,2010,33,294,7036,English,,,,,,,,,,,Ministry Of Foreign Affairs,https//mfa.gov.mn/en/documentation/55280/,Yes,1
463,463 Mongolia Defense Update 2016_translated,Mongolia,DD,MNG,496,2016,7,142,3364,English (Translated),Mongolian (Original),,,,,,,,,,Ministry of Defence,https//legalinfo.mn/mn/detail/12122,Yes,1
462,462 Mongolia Defense White Paper 1998,Mongolia,WP,MNG,496,1998,133,808,28763,English,,,,,,,,,,,Ministry of Defense,https//www.files.ethz.ch/isn/157120/Mongolia_Eng-1998.pdf,Yes,1
461,461 Japan Defense of Japan 2023,Japan,WP,JPN,392,2023,561,9313,314728,English,Japanese,Chinese (only digest version),,,,,,,,,Ministry of Defense,https//www.mod.go.jp/en/publ/w_paper/wp2023/DOJ2023_EN_Full.pdf,No,0
460,460 Japan Defense of Japan 2012,Japan,WP,JPN,392,2012,9,45,1699,English,Japanese,,,,,,,,,,Ministry of Defense,https//www.files.ethz.ch/isn/156819/Japan%20-%20Defense%20of%20Japan%202012.pdf,No,0
459,459 Georgia White Paper 2017_translated,Georgia,WP,GEO,268,2017,17,119,3613,English (Translated),Georgian (Original),,,,,,,,,,Ministry of Defense,https//mod.gov.ge/uploads/public/strtegiebi_kocefciebi/¬∑√â√≥¬∑√â√Æ¬∑√â√≥¬∑√â‚Ä†¬∑√â√≤_¬∑√â¬®¬∑√â√≤¬∑√â√≠¬∑√â√∫¬∑√â√≤_2017-2020.pdf,No,0
458,458 Georgia White Paper 2014_translated,Georgia,WP,GEO,268,2014,77,828,23440,English (Translated),Georgian (Original),,,,,,,,,,Ministry of Defense,https//mod.gov.ge/uploads/archive/pdf/WB_2014_GEO.pdf,No,0
457,457 Georgia White Paper 2013_translated,Georgia,WP,GEO,268,2013,140,874,21736,English (Translated),Georgian (Original),,,,,,,,,,Ministry of Defence,https//mod.gov.ge/uploads/public/strtegiebi_kocefciebi/Tetri_wigni_2013.pdf,No,0
456,456 Ecuador Agenda Política de la Defensa 2014-2017_translated,Ecuador,DD,ECU,218,2014,104,621,17281,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//www.defensa.gob.ec/wp-content/uploads/downloads/2014/06/Agenda-Politica-Defensa.pdf,Yes,1
455,455 Ecuador Política de la Defensa Nacional del Ecuador 2002_translated,Ecuador,DD,ECU,218,2002,250,999,30678,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,http//www.oas.org/csh/spanish/documentos/politica%20defensa_2002_ecuador.pdf,Yes,1
454,454 Dominican Republic Plan Estrategico Institucional PEI 2017_translated,Dominican Republic,DD,DOM,214,2017,170,2796,54094,English (Translated),Spanish (Original),,,,,,,,,,Ministry of Defense,https//mide.gob.do/wp-content/uploads/2021/06/Plan-Estrategico-2017-2020-MIDE.pdf,Yes,1
453,453 Colombia Política de Defensa y Seguridad 2019_translated,Colombia,DD,COL,170,2019,85,944,27455,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,https//www.mindefensa.gov.co/irj/go/km/docs/Mindefensa/Documentos/descargas/Prensa/Documentos/politica_defensa_deguridad2019.pdf,Yes,1
452,452 Colombia Política de Defensa y Seguridad 2015_translated,Colombia,DD,COL,170,2015,37,365,13345,English (Translated),Spanish (Original),,,,,,,,,,Ministry of Defense,https//www.mindefensa.gov.co/irj/go/km/docs/Mindefensa/Documentos/descargas/Documentos_Descargables/espanol/politica_defensa_deguridad2015.pdf,Yes,1
451,451 Chile Politica de Defensa Nacional de Chile 2020_translated,Chile,DD,CHL,152,2020,110,791,26797,English (Translated),Spanish (Original),,,,,,,,,,Ministry Of Defence,http//163.247.42.118/transparencia/POLDEF/POLDEF2020/POLDEF2020.pdf,Yes,1
450,450 Brazil National Defense Policy and National Defense Strategy 2016_translated,Brazil,DD,BRA,76,2016,37,486,12153,English (Translated),Portuguese (Original),,,,,,,,,,Ministry of Defense,https//www.gov.br/defesa/pt-br/arquivos/estado_e_defesa/copy_of_pnd_e_end_2016.pdf,Yes,1
449,449 Bolivia Institutional Strategic Plan of the Ministry of Defense 2016 - 2020_translated,Bolivia,DD,BOL,68,2016,156,673,30654,English (Translated),Spanish (Original),,,,,,,,,,Ministry of Defense,https//www.ribb.gob.bo/web/stock/poa/PEI2016-2020MINDEF.pdf,Yes,1
