File prefix,Document,Country,NSS/WP/DD,ISO Alpha-3 Code,M49 code,Year,Length,segment_count,word_count,Language 1,Language 2,Language 3,Language 4,Language 5,Language 6,Language 7,Language 8,Language 9,Language 10,Language 11,Publishing Ministry,URL Link to Docs,G77 Member,G77_Member_Binary
448,448 Australia s National Security A defense update 2003,Australia,NSS,AUS,36,2003,29,263,5813,English,,,,,,,,,,,Ministry Of Defence,https//apps.dtic.mil/sti/tr/pdf/ADA480968.pdf,No,0
447,447 Austria Military Strategic Concept 2017,Austria,DD,AUT,40,2017,39,309,10868,English,,,,,,,,,,,Federal Ministry of Defence,https//www.bmlv.gv.at/wissen-forschung/publikationen/beitrag.php?id=3499,No,0
446,446 Austria Military Strategic Concept 2015_translated,Austria,DD,AUT,40,2015,78,1055,24340,English (Translated),German (Original),,,,,,,,,,Ministry of Defence,https//www.bmlv.gv.at/wissen-forschung/publikationen/beitrag.php?id=2671,No,0
445,445 Austria Defense policy 2014_translated,Austria,DD,AUT,40,2014,36,378,9031,English (Translated),German (Original),,,,,,,,,,Federal Ministry of Defence and Sport,https//www.bmlv.gv.at/pdf_pool/publikationen/teilstrategie_verteidigungspolitik.pdf,No,0
444,444 Australia s National Security A defense update 2005,Australia,NSS,AUS,36,2005,32,476,9836,English,,,,,,,,,,,Ministry Of Defence,https//www.almendron.com/tribuna/wp-content/uploads/2016/02/defence_update_2005.pdf,No,0
443,443 Slovenia Military Doctrine 2006_translated,Slovenia,DD,SVN,705,2006,112,867,21329,English (Translated),Slovenian (Original),,,,,,,,,,Ministry of Defence,https//www.slovenskavojska.si/fileadmin/user_upload/Slike/O_vojski/Podatki_in_dejstva/Dokumenti/VD_2oo6_v_2_slo.pdf,No,0
442,442 Romania THE MILITARY STRATEGY OF ROMANIA 2016,Romania,DD,ROU,642,2016,19,151,7834,English,,,,,,,,,,,Ministry Of Defence,https//eda.europa.eu/docs/default-source/Defence-Procurement-Gateway/ro_milstrategy.pdf,Former,0
441,441 Lithuania White Paper 2002,Lithuania,WP,LTU,440,2002,74,933,25122,English,,,,,,,,,,,Ministry Of Defence,https//www.files.ethz.ch/isn/156892/Lithuania-2002.pdf,No,0
440,440 Greece White Paper for the Armed Forces 1997,Greece,WP,GRC,300,1997,86,1112,29132,English,Greek,,,,,,,,,,Ministry of Defence,https//ecfr.eu/archive/page/-/Gr√®ce_-_1997_-_White_Paper_on_Defence.pdf,No,0
439,439 Canada White Paper on Defence 1994,Canada,WP,CAN,124,1994,36,975,24646,English,,,,,,,,,,,Ministry Of Defence,https//publications.gc.ca/collections/collection_2012/dn-nd/D3-6-1994-eng.pdf,No,0
438,438 Czechia National Defense Strategy of the Czech Republic 1997,Czechia,WP,CZE,203,1997,12,142,5033,English,,,,,,,,,,,Ministry of Defence,https//www.army.cz/assets/en/ministry-of-defence/basic-documents/7_national_defence_strategy_cr.pdf,No,0
437,437 Bulgaria ARMED FORCES DEVELOPMENT PLAN 2010,Bulgaria,DD,BGR,100,2010,33,538,12974,English,,,,,,,,,,,Ministry of Defence,https//www.mod.bg/en/doc/misc/20110207_AFDP_ENG.pdf,No,0
435,435 Bulgaria Bulgaria in NATO and European Defense 2020 (2014),Bulgaria,DD,BGR,100,2014,16,167,5055,English,,,,,,,,,,,Ministry of Defence,https//www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwiA19yO3t6BAxXsQEEAHVUqD7UQFnoECBsQAQ&url=https%3A%2F%2Fwww.strategy.bg%2FFileHandler.ashx%3FfileId%3D9442&usg=AOvVaw3_mN9pcTaQJZz8gr4ZNgZd&opi=89978449,No,0
434,434 Kyrgyzstan On the Concept of National Security 2021_translated,Kyrgyzstan,NSS,KGZ,417,2021,2,333,15114,English (Translated),Kyrgyz (Original),,,,,,,,,,Ministry Of Justice,https://cbd.minjust.gov.kg/430815/edition/1118046/kg,No,0
433,433 Belarus Military Doctrine of the Republic of Belarus 2016_translated,Belarus,DD,BLR,112,2016,18,208,9150,English (Translated),Russian (Original),,,,,,,,,,Ministry Of Defence,https//pravo.by/document/?guid=12551&p0=H11600412,No,0
432,432 Belarus Military Doctrine of the Republic of Belarus 2002_translated,Belarus,DD,BLR,112,2002,17,105,6307,English (Translated),Russian (Original),,,,,,,,,,Ministry Of Defence,https//pravo-levonevsky-org.translate.goog/bazaby/zakon/zakb0546.htm?_x_tr_sch=http&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-US&_x_tr_pto=wapp,No,0
431,431 Germany National Security Strategy 2023,Germany,NSS,DEU,276,2023,76,969,22262,English,German,French,Spanish,Polish,Ukrainian,Japanese,Arabic,Chinese,Portuguese,Russian,Ministry of Foreign Affairs,https//www.nationalesicherheitsstrategie.de/en.html,No,0
430,430 Bulgaria National Security Strategy 2018_translated,Bulgaria,NSS,BGR,100,2018,33,467,15356,English (Translated),Bulgarian (Original),,,,,,,,,,Ministry Of Defence,https//www.mod.bg/bg/doc/cooperation/20181005_Akt_strateg_NS_RB.pdf,No,0
429,429 Belgium National Security Strategy 2022_translated,Belgium,NSS,BEL,56,2022,48,627,14385,English (Translated),French (Original),,,,,,,,,,Ministry Of Foreign Affairs,https//www.premier.be/sites/default/files/articles/NVS_Numerique_FR.pdf,No,0
428,428 Uruguay Defence Policy proposal 2020_translated,Uruguay,DD,URY,858,2020,20,186,5730,English (Translated),Spanish (Original),,,,,,,,,,"Ministry Of National Defence, Ministry Of The Interior, Ministry Of Foreign Affairs, Ministry Of Economy And Finance",,Yes,1
427,427 Uruguay Bases for a National Defense Policy 1999_translated,Uruguay,DD,URY,858,1999,12,353,9913,English (Translated),Spanish (Original),,,,,,,,,,Ministry of National Defense,http//www.oas.org/csh/spanish/doclibrdefurug.asp,Yes,1
426,426 Australia National Defence-Defence Strategic Review 2023,Australia,DD,AUS,36,2023,116,858,17834,English,,,,,,,,,,,Ministry Of Defence,https//www.defence.gov.au/about/reviews-inquiries/defence-strategic-review,No,0
425,425 Japan National Security Strategy of Japan 2022,Japan,NSS,JPN,392,2022,36,427,14157,English,,,,,,,,,,,National Security Council,https://www.cas.go.jp/jp/siryou/221216anzenhoshou/nss-e.pdf,No,0
424,424 Ukraine White Book 2021,Ukraine,WP,UKR,804,2021,122,758,38226,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WhiteBook_2021_Defens_policy_of_Ukraine.pdf,No,0
423,423 Japan Defense of Japan 2022,Japan,WP,JPN,392,2022,543,9202,310805,English,Japanese,,,,,,,,,,Ministry of Defense,https//www.mod.go.jp/en/publ/w_paper/wp2022/DOJ2022_EN_Full_02.pdf,No,0
422,422 United States of America National Security Strategy 2022,USA,NSS,USA,840,2022,48,914,23998,English,,,,,,,,,,,Presidency,https//www.whitehouse.gov/wp-content/uploads/2022/10/Biden-Harris-Administrations-National-Security-Strategy-10.2022.pdf,No,0
421,421 Republic of Korea Defence White Paper 2020,Republic of Korea,WP,KOR,410,2020,450,4149,160827,English,,,,,,,,,,,Ministry Of Defence,https//www.mnd.go.kr/user/mndEN/upload/pblictn/PBLICTNEBOOK_202301171100181360.pdf,Former,0
420,420 United Kingdom Integrated Review Refresh 2023,UK,NSS,GBR,826,2023,63,896,26632,English,,,,,,,,,,,Cabinet Office,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1143306/11857435_NS_IR_Refresh_2023_Supply_AllPages_Revision_6_WEB_PDF.pdf,No,0
419,419 Montenegro Strategy of National Security with the Action Plan 2018,Montenegro,NSS,MNE,499,2018,64,688,15429,English,,,,,,,,,,,unclear,https//www.scribd.com/document/492278381/Strategy-of-National-Security-of-Montenegro-With-the-Action-Plan-1,No,0
417,417 Vietnam National Defence White paper 2019,Vietnam,WP,VNM,704,2019,134,806,27394,English,,,,,,,,,,,Ministry of Defence,http//mod.gov.vn/wps/wcm/connect/08963129-c9cf-4c86-9b5c-81a9e2b14455/2019VietnamNationalDefence.pdf?MOD=AJPERES&CACHEID=08963129-c9cf-4c86-9b5c-81a9e2b14455,Yes,1
416,416 Vietnam National Defence White paper 2009,Vietnam,WP,VNM,704,2009,156,628,24624,English,,,,,,,,,,,Ministry of National Defence,https//www.files.ethz.ch/isn/155222/Vietnam2009.pdf,Yes,1
415,415 Vanuatu National Security Strategy Secure and Resilient 2019,Vanuatu,NSS,VUT,548,2019,72,729,16787,English,,,,,,,,,,,Prime Minister'S Office,https//pacificsecurity.net/wp-content/uploads/2021/03/Vanuatu_National_Security_Strategy-1.pdf,Yes,1
414,414 United States of America Interim National Security Strategic Guidance 2021,USA,NSS,USA,840,2021,24,330,7991,English,,,,,,,,,,,Presidency,https//www.whitehouse.gov/briefing-room/statements-releases/2021/03/03/interim-national-security-strategic-guidance/,No,0
413,413 United States of America The National Military Strategy 2018,USA,DD,USA,840,2018,8,47,1333,English,,,,,,,,,,,Department of Defense,https//history.defense.gov/Portals/70/Documents/nms/NMS2018%20Overview.pdf?ver=oERVYfgg1p-jtlK_kYsZHQ%3d%3d,No,0
412,412 United States of America The National Military Strategy 2015,USA,DD,USA,840,2015,24,315,6504,English,,,,,,,,,,,Department of Defense,https//history.defense.gov/Portals/70/Documents/nms/NMS2015.pdf?ver=XGOU_7X6YpNjZfuym7Jfvw%3d%3d,No,0
411,411 United States of America The National Military Strategy 2011,USA,DD,USA,840,2011,24,382,9004,English,,,,,,,,,,,Department of Defense,https//www.files.ethz.ch/isn/154942/US%20National%20Military%20Strategy%202011.pdf,No,0
410,410 United States of America The National Military Strategy 2004,USA,DD,USA,840,2004,38,533,12078,English,,,,,,,,,,,Department of Defense,https//www.globalsecurity.org/military/library/policy/dod/d20050318nms.pdf,No,0
409,409 United States of America The National Defense Strategy 2018,USA,DD,USA,840,2018,14,225,5059,English,,,,,,,,,,,Department of Defense,https//dod.defense.gov/Portals/1/Documents/pubs/2018-National-Defense-Strategy-Summary.pdf?mod=article_inline,No,0
408,408 United States of America The National Defense Strategy 2008,USA,DD,USA,840,2008,29,413,9448,English,,,,,,,,,,,Department of Defense,https//www.files.ethz.ch/isn/154949/US2008NationalDefenseStrategy.pdf,No,0
407,407 United States of America The National Defense Strategy 2005,USA,DD,USA,840,2005,24,512,10386,English,,,,,,,,,,,Department of Defense,https//www.files.ethz.ch/isn/154941/US%20National%20defense%20strategy%202005.pdf,No,0
406,406 United States of America Sustaining U.S. Global Leadership Priorities for 21st Century Defense 2012,USA,DD,USA,840,2012,16,188,4996,English,,,,,,,,,,,Department of Defense,https//www.globalsecurity.org/military/library/policy/dod/defense_guidance-201201.pdf,No,0
405,405 United States of America The National Security Strategy 2017,USA,NSS,USA,840,2017,68,1141,23257,English,,,,,,,,,,,Presidency,https//trumpwhitehouse.archives.gov/wp-content/uploads/2017/12/NSS-Final-12-18-2017-0905.pdf,No,0
404,404 United States of America The National Security Strategy 2015,USA,NSS,USA,840,2015,32,652,15313,English,,,,,,,,,,,Presidency,https//obamawhitehouse.archives.gov/sites/default/files/docs/2015_national_security_strategy_2.pdf,No,0
403,403 United States of America The National Security Strategy 2010,USA,NSS,USA,840,2010,60,1103,29017,English,,,,,,,,,,,Presidency,https//www.files.ethz.ch/isn/154948/US%20national%20sec%20strategy%202010.pdf,No,0
402,402 United States of America The National Security Strategy 2006,USA,NSS,USA,840,2006,54,871,19774,English,,,,,,,,,,,Presidency,https//www.files.ethz.ch/isn/155218/USnss2006.pdf,No,0
401,401 United States of America The National Security Strategy 2002,USA,NSS,USA,840,2002,35,557,13036,English,,,,,,,,,,,Presidency,https//www.files.ethz.ch/isn/154950/USnss2002.pdf,No,0
400,400 United States of America National Security Strategy 2000,USA,NSS,USA,840,2000,84,1623,44878,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss2000.pdf?ver=2014-06-25-121312-560,No,0
399,399 United States of America National Security Strategy 1999,USA,NSS,USA,840,1999,52,1157,32773,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1999.pdf?ver=2014-06-25-121300-170,No,0
398,398 United States of America National Security Strategy 1998,USA,NSS,USA,840,1998,61,1343,37640,English,,,,,,,,,,,Presidency,https//history.defense.gov/Portals/70/Documents/nss/nss1998.pdf?ver=2014-06-25-121250-857,No,0
397,397 United Kingdom The Integrated Review 2021,UK,NSS,GBR,826,2021,114,1596,44284,English,,,,,,,,,,,Cabinet Office,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/975077/Global_Britain_in_a_Competitive_Age-_the_Integrated_Review_of_Security__Defence__Development_and_Foreign_Policy.pdf,No,0
396,396 United Kingdom Defence In a Competitive Age 2020,UK,DD,GBR,826,2020,76,903,23439,English,,,,,,,,,,,Ministry of Defence,https//www.gov.uk/government/publications/defence-in-a-competitive-age,No,0
395,395 United Kingdom National Security Capability Review 2018,UK,DD,GBR,826,2018,52,886,20860,English,,,,,,,,,,,Cabinet Office,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/705347/6.4391_CO_National-Security-Review_web.pdf,No,0
394,394 United Kingdom National Security Strategy and Strategic Defence and Security Review 2015,UK,NSS,GBR,826,2015,96,1740,39855,English,,,,,,,,,,,Prime Minister'S Office,https://assets.publishing.service.gov.uk/media/5a81a100e5274a2e8ab5504e/52309_Cm_9161_NSS_SD_Review_PRINT_only.pdf,No,0
393,393 United Kingdom Annual Strategic Defense and Security Review 2012,UK,NSS,GBR,826,2012,37,664,17254,English,,,,,,,,,,,National Security Council,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/267808/Annual-report-on-NSS-and-SDSR.pdf,No,0
392,392 United Kingdom The strategy for defense 2011,UK,DD,GBR,826,2011,12,77,1992,English,,,,,,,,,,,Ministry of Defence,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/27398/stategy_for_defence_oct2011.pdf,No,0
391,391 United Kingdom Strategic Defense and Security Review 2011,UK,NSS,GBR,826,2011,16,202,5260,English,,,,,,,,,,,National Security Council,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/229499/111208_First_Annual_Report_SDSR.pdf,No,0
390,390 United Kingdom A Strong Britain in an Age of Uncertainty 2010,UK,NSS,GBR,826,2010,39,664,14967,English,,,,,,,,,,,Prime Minister'S Office,https//www.files.ethz.ch/isn/155174/UK%202010.pdf,No,0
389,389 United Kingdom Security for the next generation 2009 (Update),UK,NSS,GBR,826,2009,116,1752,49765,English,,,,,,,,,,,Cabinet Office,https//assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/229001/7590.pdf,No,0
388,388 United Kingdom The National Security Strategy 2008,UK,NSS,GBR,826,2008,64,634,20724,English,,,,,,,,,,,Cabinet Office,https//www.files.ethz.ch/isn/155176/uk-national-security-strategy-2008.pdf,No,0
385,385 United Kingdom Defence White Paper 2003,UK,WP,GBR,826,2003,28,473,13535,English,,,,,,,,,,,Ministry of Defence,http//archives.livreblancdefenseetsecurite.gouv.fr/2008/IMG/pdf/whitepaper2003.pdf,No,0
384,384 United Kingdom The Strategic Defence Review A new chapter 2002,UK,DD,GBR,826,2002,31,348,10113,English,,,,,,,,,,,Ministry of Defence,http//archives.livreblancdefenseetsecurite.gouv.fr/2008/IMG/pdf/sdr_a_new_chapter_cm5566_vol1.pdf,No,0
383,383 United Kingdom Strategic Defense Review 1998,UK,WP,GBR,826,1998,390,3950,105316,English,,,,,,,,,,,Ministry of Defence,https//webarchive.nationalarchives.gov.uk/20121018172816/http/www.mod.uk/NR/rdonlyres/65F3D7AC-4340-4119-93A2-20825848E50E/0/sdr1998_complete.pdf,No,0
382,382 Ukraine The White Paper of the Foreign Intelligence Service 2021,Ukraine,DD,UKR,804,2021,71,442,13762,English,,,,,,,,,,,Foreign Intelligence Service of Ukraine,https//www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjl2L3Yy6jxAhVbDWMBHbeHCpkQFjAAegQIBBAD&url=https%3A%2F%2Fszru.gov.ua%2Fen%2Fwhite-book%2Fthe-white-paper-of-the-foreign-intelligence-service-of-ukraine&usg=AOvVaw1MANU0rJ9NTvLmJf37TQ7I,No,0
381,381 Ukraine Military Doctrine 2015_translated,Ukraine,DD,UKR,804,2015,18,136,10908,English (Translated),Ukrainian (Original),,,,,,,,,,Presidency,https//zakon.rada.gov.ua/laws/show/555/2015/print,No,0
380,380 Ukraine National Security Strategy 2020_translated,Ukraine,NSS,UKR,804,2020,9,144,6625,English (Translated),Ukrainian (Original),,,,,,,,,,Presidency,https//www.president.gov.ua/documents/3922020-35037?fbclid=IwAR0L69DbSwymdORMxaLPgyYy3CS9hjqcIveC70TvvGQ2IZ-itK1mD8uwh6E,No,0
379,379 Ukraine National Security Strategy 2015_translated,Ukraine,NSS,UKR,804,2015,11,137,10925,English (Translated),Ukrainian (Original),,,,,,,,,,Presidency,https//zakon.rada.gov.ua/laws/show/en/555/2015/print,No,0
378,378 Ukraine White Book 2019,Ukraine,WP,UKR,804,2019,196,1382,63266,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2019_2020_eng.pdf,No,0
377,377 Ukraine White Book 2018,Ukraine,WP,UKR,804,2018,172,982,41750,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2018_eng.pdf,No,0
376,376 Ukraine White Book 2017,Ukraine,WP,UKR,804,2017,152,1200,50420,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB-2017_eng_Final_WEB.pdf,No,0
375,375 Ukraine White Book 2016,Ukraine,WP,UKR,804,2016,113,857,40652,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2016_ENG_WEB.pdf,No,0
374,374 Ukraine White Book 2015.PDF,Ukraine,WP,UKR,804,2015,105,990,41589,English,,,,,,,,,,,Ministry Of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2015_eng_WEB.PDF,No,0
373,373 Ukraine White Book 2014,Ukraine,WP,UKR,804,2014,85,713,29731,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2014_eng.pdf,No,0
372,372 Ukraine White Book 2013,Ukraine,WP,UKR,804,2013,76,544,24275,English,,,,,,,,,,,Ministry of Defence,https//www.mil.gov.ua/content/files/whitebook/WB_2013_eng.pdf,No,0
371,371 Ukraine White Book 2011,Ukraine,WP,UKR,804,2011,84,685,27062,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/167335/WB_Eng_final_2011.pdf,No,0
370,370 Ukraine White Book 2010,Ukraine,WP,UKR,804,2010,76,688,27248,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/156823/Book_WP_2010_eng.pdf,No,0
369,369 Ukraine White Book 2009,Ukraine,WP,UKR,804,2009,96,962,32555,English,,,,,,,,,,,Ministry of Defence of Ukraine,https//www.files.ethz.ch/isn/155181/Ukraine%20White%20Book%202009.pdf,No,0
368,368 Ukraine White Book 2007,Ukraine,WP,UKR,804,2007,120,1240,38912,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155178/Ukraine%20white%20book%202007.pdf,No,0
367,367 Ukraine White Book 2006,Ukraine,WP,UKR,804,2006,96,1045,32955,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155177/Ukraine%20white%20book%202006.pdf,No,0
366,366 Ukraine White Book 2005,Ukraine,WP,UKR,804,2005,136,1373,44658,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155212/Ukraine_Eng-2005.pdf,No,0
365,365 Uganda Security Sector Development Plan 2015,Uganda,DD,UGA,800,2015,55,699,16310,English,,,,,,,,,,,THE MINISTRY OF DEFENCE AND VETERAN AFFAIRS,http//npa.go.ug/wp-content/uploads/2018/01/Security-Sector-Plan-SSDP2015.2020new.pdf,Yes,1
364,364 Uganda White Paper on Defence Transformation 2004,Uganda,WP,UGA,800,2004,75,769,18756,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155172/uganda2004.pdf,Yes,1
363,363 Turkey Defense White Paper 2000,Turkey,WP,TUR,792,2000,107,1272,44279,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/154907/Turkey_2000eng.pdf,No,0
362,362 Timor-Leste Force 2020 (2007),Timor-Leste,WP,TLS,626,2007,148,1708,60221,English,,,,,,,,,,,Central Government,https//www.etan.org/etanpdf/2007/Forca%202020%20-%202007.pdf,Yes,1
361,361 Thailand The National Security Policy and Plan 2019,Thailand,NSS,THA,764,2019,44,458,13231,English,,,,,,,,,,,National Security Council,http//www.nsc.go.th/wp-content/uploads/2020/05/The-National-Security-Policy-and-Plan2019-‚Äì-2022.pdf,Yes,1
360,360 Taiwan Quadrennial Defense Review 2021,Taiwan,DD,TWN,158,2021,74,475,15544,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2021/03/2021-Taiwan-Quadrennial-Defense-Review-QDR.pdf,No,0
359,359 Taiwan Quadrennial Defense Review 2017,Taiwan,DD,TWN,158,2017,94,451,14171,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2000/01/2017-Taiwan-Quadrennial-Defense-Review-QDR.pdf,No,0
358,358 Taiwan Quadrennial Defense Review 2013,Taiwan,DD,TWN,158,2013,101,79,4070,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/2013-Taiwan-Quadrennial-Defense-Review-QDR.pdf,No,0
357,357 Taiwan Quadrennial Defense Review 2009,Taiwan,DD,TWN,158,2009,156,983,32785,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/2009-Taiwan-Quadrennial-Defense-Review-QDR.pdf,No,0
356,356 Taiwan National Defense Report 2019,Taiwan,DD,TWN,158,2019,208,1508,51291,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2019.pdf,No,0
355,355 Taiwan National Defense Report 2017,Taiwan,DD,TWN,158,2017,216,1583,48648,English,,,,,,,,,,,Ministry of Defence,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2017.pdf,No,0
354,354 Taiwan National Defense Report 2015,Taiwan,DD,TWN,158,2015,258,1474,49369,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2015.pdf,No,0
353,353 Taiwan National Defense Report 2013,Taiwan,DD,TWN,158,2013,278,1538,52892,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2013.pdf,No,0
352,352 Taiwan National Defense Report 2011,Taiwan,DD,TWN,158,2011,288,1719,66015,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2011.pdf,No,0
351,351 Taiwan National Defense Report 2009,Taiwan,DD,TWN,158,2009,205,1834,53827,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2009.pdf,No,0
350,350 Taiwan National Defense Report 2008,Taiwan,DD,TWN,158,2008,385,2530,98104,English,,,,,,,,,,,Ministry of Defence,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2008.pdf,No,0
349,349 Taiwan National Defense Report 2006,Taiwan,DD,TWN,158,2006,250,2451,71449,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2006.pdf,No,0
348,348 Taiwan National Defense Report 2004,Taiwan,DD,TWN,158,2004,360,3664,105189,English,,,,,,,,,,,Ministry of National Defense,https//michalthim.files.wordpress.com/2015/08/2004-national-defense-report.pdf,No,0
347,347 Taiwan National Defense Report 2002,Taiwan,DD,TWN,158,2002,344,2465,73891,English,,,,,,,,,,,Ministry of National Defense,https//www.ustaiwandefense.com/tdnswp/wp-content/uploads/2020/02/Taiwan-National-Defense-Report-2002.pdf,No,0
346,346 Switzerland Security Situation Report of the Federal Intelligence Service 2020,Switzerland,TA,CHE,756,2020,82,862,19183,English,,,,,,,,,,,Federal Intelligence Service,https//www.newsd.admin.ch/newsd/message/attachments/63415.pdf,No,0
345,345 Sweden National Security Strategy 2017,Sweden,NSS,SWE,752,2017,15,573,11390,English,,,,,,,,,,,Prime Minister'S Office,https//www.government.se/information-material/2017/10/national-security-strategy/?TSPD_101_R0=088d4528d9ab20001e39c0890c071e3bd65dcb52851f1b880a58a212ca6be1a2906baf2439da985b08813fdaf0143000619350fef019306d86b2bfb5a3876661639758ff41969fc1e7426e669d89bafa17efb252246241a6923690c046664b33,No,0
344,344 Sweden Summary of Government Bill total defense 2020,Sweden,DD,SWE,752,2020,11,154,3445,English,Swedish,,,,,,,,,,Ministry of Defence,https//www.government.se/4af8fa/globalassets/government/dokument/forsvarsdepartementet/ip-2021-2025/summary-of-government-bill-total-defence-2021-2025-final.pdf,No,0
343,343 Sweden Defence Policy 2015,Sweden,DD,SWE,752,2015,14,250,5727,English,,,,,,,,,,,Ministry of Defence,https//www.government.se/globalassets/government/dokument/forsvarsdepartementet/sweden_defence_policy_2016_to_2020,No,0
342,342 Sweden Our Future Defence 2004,Sweden,DD,SWE,752,2004,40,394,8540,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155135/Sweden_eng.pdf,No,0
341,341 St Kitts and Nevis National Security Strategy 2021,St Kitts and Nevis,NSS,KNA,659,2021,37,281,6604,English,,,,,,,,,,,Presidency,https//www.sknis.gov.kn/wp-content/uploads/2021/02/NATIONAL-SECURITY-STRATEGY_JANUARY-2021.pdf,Yes,1
340,340 Spain National Defence Directive 2020,Spain,DD,ESP,724,2020,9,104,3279,English,,,,,,,,,,,Ministry Of Defence,https//www.defensa.gob.es/Galerias/defensadocs/ddn-ingles-2020.pdf,No,0
339,339 Spain The National Security Strategy 2017,Spain,NSS,ESP,724,2017,128,635,18791,English,,,,,,,,,,,Presidency of the Government,https//www.dsn.gob.es/sites/dsn/files/2017_Spanish_National_Security_Strategy_0.pdf,No,0
338,338 Spain The National Security Strategy 2013,Spain,NSS,ESP,724,2013,68,609,16609,English,,,,,,,,,,,Presidency of the Government,https//www.lamoncloa.gob.es/documents/estrategiaseguridad_baja_julio.pdf,No,0
337,337 Spain National Defence Directive 2012,Spain,DD,ESP,724,2012,7,79,2229,English,,,,,,,,,,,Presidency,https//eda.europa.eu/docs/default-source/documents/dgl-national-defence-directive-2012.pdf,No,0
336,336 Spain Spanish Security Strategy 2011,Spain,NSS,ESP,724,2011,85,847,20827,English,,,,,,,,,,,Central Government,https//www.files.ethz.ch/isn/130671/EES_eng.pdf,No,0
335,335 Spain National Defence Directive 2008,Spain,DD,ESP,724,2008,13,97,3087,English,,,,,,,,,,,Ministry Of Defence,https//www.files.ethz.ch/isn/155783/Spain_English2008.pdf,No,0
334,334 Spain National Defence Directive 2004,Spain,DD,ESP,724,2004,13,78,2823,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155782/Spain_English2004.pdf,No,0
333,333 Spain Strategic Defence Review 2003,Spain,DD,ESP,724,2003,93,631,17877,English,,,,,,,,,,,Ministry of Defence,https//www.files.ethz.ch/isn/155780/Spain_English2003vol1.pdf,No,0
